NOMBRE,TIPO_AERODROMO,CODIGO_OACI,ESTADO,ADMINISTRADOR,LATITUD,LONGITUD,ESCALA,JERARQUIA,TITULARIDAD,DEPARTAMENTO,PROVINCIA,DISTRITO
Piraña,Helipuerto de superficie,SPHP,Operativo,Perenco Perú Petroleum Limited Sucursal del Perú,-1.913972222,-75.36744444,Información no disponible,No aplica privados,Privada,Loreto,Maynas,Napo
Pisco,Aeropuerto Internacional,SPSO,Operativo,Aeropuertos del Perú S.A.,-13.7448,-76.220411,Internacional,Nacional,Pública (Concesionada),Ica,Pisco,San Andrés
Cap. FAP. Guillermo Concha Iberico,Aeropuerto,SPUR,Operativo,Aeropuertos del Perú S.A.,-5.205764,-80.616389,Nacional,Nacional,Pública (Concesionada),Piura,Piura,Castilla
Sagari Bx,Helipuerto de superficie,SPZP,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.43080556,-73.35572222,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Privado N°2,Helipuerto de superficie,SPNB,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.55116667,-73.14286111,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Privado N°6,Helipuerto de superficie,SPNI,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.54691667,-73.14166667,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Privado N°8,Helipuerto de superficie,SPNF,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.55158333,-73.14736111,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Privado N°9,Helipuerto de superficie,SPNG,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.55127778,-73.14763889,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Cap. FAP. David Armando Abensur Rengifo,Aeropuerto Internacional,SPCL,Operativo,Aeropuertos del Perú S.A.,-8.377942,-74.574297,Internacional,Nacional,Pública (Concesionada),Ucayali,Coronel Portillo,Calleria
Pueblo Libre de Codo,Aeródromo,SPDU,Operativo,Agencia Municipal de Pueblo Libre de Codo,-9.6725,-75.28277778,Local,Local,Pública,Huánuco,Puerto Inca,Codo del Pozuzo
Puerto Esperanza,Aeródromo,SPEP,Operativo,CORPAC S.A.,-9.770278,-70.709167,Regional,Regional,Pública,Ucayali,Purús,Purús
Padre Aldamiz,Aeropuerto,SPTU,Operativo,Aeropuertos Andinos del Perú S.A.,-12.613831,-69.228678,Información no disponible,Nacional,Pública (Concesionada),Madre De Dios,Tambopata,Tambopata
Juan Simons Vela,Aeropuerto,SPJA,Operativo,CORPAC S.A.,-6.067792,-77.159806,Regional,Nacional,Pública,San Martín,Rioja,Rioja
Rodríguez de Mendoza,Aeropuerto,SPLN,Operativo,CORPAC S.A.,-6.392617,-77.500589,Regional,Regional,Pública,Amazonas,Rodríguez de Mendoza,Oscar R. Benavides
San José de Saramuro - Estación 1,Helipuerto de superficie,SPSM,Operativo,Petróleos del Perú - Petroperu S.A.,-4.721556,-74.922444,Información no disponible,No aplica privados,Privada,Loreto,Loreto,Urarinas
San Lorenzo,Aeródromo,SPQM,Operativo,Municipalidad Provincial de Datem del Marañón,-4.82425,-76.56034722,Local,Local,Pública,Loreto,Datem Del Marañón,Barranca
San Martín 1,Helipuerto de superficie,SPMT,Operativo,Pluspetrol Perú Corporation S.A.,-11.76754444,-72.77806111,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
San Martín 3,Helipuerto de superficie,SPPS,Operativo,Pluspetrol Perú Corporation S.A.,-11.785528,-72.702139,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
San Rafael,Aeródromo,SPRF,Operativo,Compañía Minsur S.A.,-14.282194,-70.379694,Información no disponible,No aplica privados,Privada,Puno,Melgar,Antauta
Saposoa,Aeródromo,SPOA,Operativo,CORPAC S.A.,-6.959083,-76.768583,Local,Regional,Pública,San Martín,Huallaga,Saposoa
Sargento Puño,Helipuerto de superficie,SPSP,Operativo,Petróleos del Perú - Petroperu S.A.,-3.220889,-77.603389,Información no disponible,No aplica privados,Privada,Loreto,Datem Del Marañón,Morona
Sayla,Helipuerto de superficie,SPKY,Operativo,Municipalidad Distrital de Sayla,-15.322778,-73.2375,Información no disponible,Local,Pública,Arequipa,La Unión,Sayla
Sepahua,Aeródromo,SPSE,Operativo,Municipalidad Distrital de Sepahua,-11.142083,-73.034167,Local,Local,Pública,Ucayali,Atalaya,Sepahua
Shanusi,Aeródromo,SPSH,Operativo,Palmas del Shanusi S.A.,-6.128694,-76.169583,Información no disponible,No aplica privados,Privada,Loreto,Alto Amazonas,Yurimaguas
Crnl. FAP. Carlos Ciriani Santa Rosa,Aeropuerto Internacional,SPTN,Operativo,Aeropuertos Andinos del Perú S.A.,-18.053286,-70.275822,Internacional,Nacional,Pública (Concesionada),Tacna,Tacna,Tacna
Internacional Cap. FAP. Victor Montes Arias,Aeropuerto Internacional,SPYL,Operativo,Aeropuertos del Perú S.A.,-4.576611111,-81.25405833,Internacional,Nacional,Pública (Concesionada),Piura,Talara,Pariñas
Cadete FAP. Guillermo del Castillo Paredes,Aeropuerto,SPST,Operativo,Aeropuertos del Perú S.A.,-6.508744,-76.373247,Nacional,Nacional,Pública (Concesionada),San Martín,San Martín,Tarapoto
Tingo María,Aeropuerto,SPGM,Operativo,CORPAC S.A.,-9.289375,-76.005042,Regional,Nacional,Pública,Huánuco,Leoncio Prado,Rupa Rupa
Tocache,Aeródromo,SPCH,Operativo,CORPAC S.A.,-8.195431,-76.528667,Regional,Regional,Pública,San Martín,Tocache,Tocache
Cap. Carlos Martinez de Pinillos,Aeropuerto Internacional,SPRU,Operativo,Aeropuertos del Perú S.A.,-8.081708,-79.108644,Internacional,Nacional,Pública (Concesionada),La Libertad,Trujillo,Huanchaco
Tulpo,Aeródromo,SPTO,Operativo,Municipalidad Distrital de Mollebamba,-8.127278,-77.988181,Local,Local,Pública,La Libertad,Santiago De Chuco,Mollebamba
Cap. FAP. Pedro Canga Rodríguez,Aeropuerto,SPME,Operativo,Aeropuertos del Perú S.A.,-3.552264,-80.381069,Nacional,Nacional,Pública (Concesionada),Tumbes,Tumbes,Tumbes
Urpay,Aeródromo,SPAI,Operativo,Municipalidad Distrital de Urpay,-8.350369,-77.398094,Local,Local,Pública,La Libertad,Pataz,Urpay
Vicco,Aeródromo,SPVI,Operativo,Municipalidad Distrital de Vicco,-10.848792,-76.246836,Local,Local,Pública,Pasco,Pasco,Vicco
Vilcashuamán,Aeródromo,SPVN,Operativo,CORPAC S.A.,-13.678194,-73.927083,Local,Local,Pública,Ayacucho,Vilcashuaman,Vilcashuaman
Yauri,Aeródromo,SPIY,Operativo,Municipalidad Provincial de Espinar,-14.80638889,-71.43194444,Local,Local,Pública,Cusco,Espinar,Yauri
Moisés Benzaquén Rengifo,Aeropuerto,SPMS,Operativo,CORPAC S.A.,-5.893611,-76.118056,Regional,Nacional,Pública,Loreto,Alto Amazonas,Yurimaguas
Metropolitano de Piura,Aeródromo,SPAL,Operativo,Aeroclub de Aviación Civil del Perú,-5.067777778,-80.14748889,Información no disponible,No aplica privados,Privada,Piura,Morropón,Chulucanas
HP-7 (REPSOL),Helipuerto de superficie,SPNE,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.55194444,-73.14694444,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Clínica Delgado,Helipuerto Elevado,SPCD,Operativo,Medic Ser S.A.C.,-12.11354167,-77.03319167,Información no disponible,No aplica privados,Privada,Lima,Lima,Miraflores
Luisiana,Aeródromo,SPLU,Operativo,Sr. Guillermo Parodi Morales,-12.67497222,-73.70955556,Información no disponible,No aplica privados,Privada,Ayacucho,La Mar,Santa Rosa
Banco de La Nación,Helipuerto Elevado,SPBN,Operativo,Banco de la Nación,-12.08718611,-77.000675,Información no disponible,No aplica privados,Pública,Lima,Lima,San Borja
Cashibococha,Aeródromo,SPCB,Operativo,South América Mission Inc. Filial del Perú,-8.361944444,-74.65680556,Información no disponible,No aplica privados,Privada,Ucayali,Coronel Portillo,Yarinacocha
Sagari Ax,Helipuerto de superficie,SPSG,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,-11.46402198,-73.31293349,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Cashiriari 1,Helipuerto de superficie,SPCA,Operativo,Pluspetrol Perú Corporation S.A.,-11.87449436,-72.73405224,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Adventista MOP,Aeródromo,SPYC,Operativo,Asociacion Proyectos Peru,-8.340427778,-74.59791389,Información no disponible,No aplica privados,Privada,Ucayali,Coronel Portillo,Yarinacocha
HP-7 Las Malvinas,Helipuerto de superficie,SPWL,Operativo,Pluspetrol Perú Corporation S.A.,-11.84822778,-72.93883889,Información no disponible,No aplica privados,Privada,Cusco,La Convención,Echarate
Walter Braedt Segu,Aeródromo,SPWB,Operativo,MANCORALAND S.A.C.,-4.086797222,-81.02558333,Información no disponible,No aplica privados,Privada,Tumbes,Contralmirante Villar,Canoas de Punta Sal
Crnl. PNP. Rodolfo León Gavilán,Helipuerto de superficie,SPPC,Operativo,Municipalidad Distrital de Miraflores,-12.11961111,-77.04608889,Información no disponible,No aplica privados,Pública,Lima,Lima,Miraflores
Revalora,Aeródromo,SPRR,Operativo,REVALORA S.A.C.,-13.22304167,-76.26936667,Información no disponible,No aplica privados,Privada,Lima,Cañete,Nuevo Cañete
Voces por el Clima,Helipuerto de superficie,SPVC,Operativo,Heli-Abad S.A.C.,-12.15291667,-77.01139167,Información no disponible,No aplica privados,Privada,Lima,Lima,Santiago de Surco
Canto Grande,Helipuerto de superficie,SPCG,Operativo,Heli-Abad S.A.C.,-11.95897222,-76.99916944,Información no disponible,No aplica privados,Privada,Lima,Lima,San Juan de Lurigancho
Proyecto More,Helipuerto de superficie,SPPR,Operativo,Inmobiliara Huanwil S.A.,-12.08298611,-76.967425,Información no disponible,No aplica privados,Privada,Lima,Lima,Santiago de Surco
Proyecto AFE,Helipuerto de superficie,SPAF,Operativo,AFE SERVICE S.A.C.,-11.82842222,-77.09428611,Información no disponible,No aplica privados,Privada,Lima,Lima,Puente Piedra
Municipal de San Bartolo Alm. Raul Vargas Fuller,Helipuerto de superficie,SPRT,Operativo,Fly Acces Peru S.A.C.,-12.38044444,-76.78372222,Información no disponible,No aplica privados,Privada,Lima,Lima,San Bartolo
Boulevard Asia,Helipuerto de superficie,SPBA,Operativo,Inversiones Castelar S.A.C.,-12.76010556,-76.60331944,Información no disponible,No aplica privados,Privada,Lima,Cañete,Asia
La Calera,Helipuerto de superficie,SPCE,Operativo,Heli-Abad S.A.C.,-13.4541,-76.02863611,Información no disponible,No aplica privados,Privada,Ica,Chincha,Alto Laran
Olmos,Aeródromo,SPOL,Operativo,Inversiones Agricolas Olmos II S.A.C.,-6.016666667,-80.08840833,Información no disponible,No aplica privados,Privada,Lambayeque,Lambayeque,Olmos
Las Americas,Aeródromo,SPLA,Operativo,José Luis Popolizio Bardales,-8.317447222,-74.72666111,Información no disponible,No aplica privados,Privada,Ucayali,Coronel Portillo,Yarinacocha
Hospital Miguel Angel Mariscal Llerena de Ayacucho,Helipuerto Elevado,SPHA,Operativo,Gobierno Regional de Ayacucho,-13.162925,-74.20018889,Información no disponible,Sin jerarquía,Pública,Ayacucho,Huamanga,Andres Avelino Caceres
Diospi Suyana,Helipuerto de superficie,SPDY,Operativo,Asociación Civil Religiosa Diospi Suyana,-13.54833333,-72.70972222,Información no disponible,No aplica privados,Privada,Apurímac,Abancay,Carahuasi
Jockey Plaza Shoping Center,Helipuerto de superficie,SPJP,Operativo,ECOCOPTER PERU S.A.,-12.087225,-76.97660278,Información no disponible,No aplica privados,Privada,Lima,Lima,Santiago de Surco
La Portada,Helipuerto de superficie,SPPP,Operativo,Heli-Abad S.A.C.,-14.14417778,-75.64589167,Información no disponible,No aplica privados,Privada,Ica,Ica,Pueblo Nuevo
Pacasmayo,Aeródromo,SPYO,Operativo,Escuela Peruana de Aviación Civil S.A.,-7.416425,-79.57021667,Información no disponible,No aplica privados,Pública,La Libertad,Pacasmayo,Pacasmayo
Yankuntich,Aeródromo,SPYK,Operativo,Federación de la Nacionalidad Achuar del Perú,-2.922561111,-77.25788889,Información no disponible,Sin jerarquía,Pública,Loreto,Datem Del Marañón,Morona
Wisum,Aeródromo,SPWR,Operativo,Federación de la Nacionalidad Achuar del Perú,-3.270952778,-77.02306944,Información no disponible,Sin jerarquía,Pública,Loreto,Datem Del Marañón,Andoas
Bretaña,Helipuerto de superficie,SPBR,Operativo,Petrotal Perú S.R.L.,-5.245402778,-74.32930556,Información no disponible,No aplica privados,Privada,Loreto,Requena,Puinahua
Helipuerto Unidad Minera Las Bambas,Helipuerto de superficie,SPMB,Operativo,Minera Las Bambas S.A.,-14.106639,-72.272306,Información no disponible,No aplica privados,Privada,Apurímac,Cotabamba,Challhuahuacho
