ID_DEPARTAMENTO;ID_PROVINCIA;ID_DISTRITO;LOCALIDAD;NOMBRE_TERMINAL;LABEL_TERMINAL;AMBITO;TIPO_TERMINAL;ALCANCE;USO;TRAFICO;ACTIVIDAD;ESTADO;TITULARIDAD;ADMINISTRADOR;LATITUD;LONGITUD
15;1506;150605;Chancay;Multipropósito de Chancay;TP Multipropósito de Chancay;Marítimo;Terminal Portuario;Nacional;Público;General;Multipropósito;Operativo;Privado;COSCO SHIPPING Ports Chancay Perú;;
16;1604;160403;Santa Rosa;Santa Rosa;Embarcadero Santa Rosa;Fluvial;Embarcadero;Regional;Público;Pasajeros;Especializado;Operativo;Privado;Consorcio TP Santa Rosa;;
16;1601;160108;Iquitos;COMANA S.A.C;Embarcadero Fluvial COMANA S.A.C;Fluvial;Embarcadero;Regional;Privado;Madera;Especializado;Operativo;Privado;COMPLEJO MADERERO NANAY SAC;;
16;1606;160602;Inahuaya;Inahuaya;Embarcadero Inahuaya;Fluvial;Embarcadero;Regional;Público;Pasajeros;Información no disponible;Operativo;Público;MUNICIPALIDAD DISTRITAL DE INAHUAYA;;
07;0701;070106;Ventanilla;Refinería La Pampilla S.A.A. (Amarradero Multiboyas 1);TM de Refinería La Pampilla S.A.A. (Amarradero Multiboyas 1);Marítimo;Multiboyas;Nacional;Privado;Granel líquido (Hidrocarburos);Especializado;Operativo;Privado;REFINERIA LA PAMPILLA S.A.;;
07;0701;070106;Ventanilla;Refinería La Pampilla S.A.A. (Amarradero Multiboyas 4);TM de Refinería La Pampilla S.A.A. (Amarradero Monoboyas 4);Marítimo;Multiboyas;Nacional;Privado;Granel líquido (Hidrocarburos);Especializado;Operativo;Privado;REFINERIA LA PAMPILLA S.A.;;
07;0701;070106;Ventanilla;Refinería La Pampilla S.A.A. (Amarradero Multiboyas 2);TM de Refinería La Pampilla S.A.A. (Amarradero Multiboyas 2);Marítimo;Multiboyas;Nacional;Privado;Granel líquido (Hidrocarburos);Especializado;Operativo;Privado;REFINERIA LA PAMPILLA S.A.;;
25;2501;250107;Pucallpa;IMSA (Ex Rocha);Embarcadero IMSA (Ex-Rocha);Fluvial;Embarcadero;Regional;Público;Carga fraccionada, pasajeros y carga suelta (madera);Multipropósito;Operativo (inicio adecuación);Privado;EMPRESA INDUSTRIAL MADERERA SERVICIOS ANDINA EIRL. (IMSA);;
25;2501;250107;Pucallpa;Carrillo;Embarcadero Carrillo;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;CESAR SIMON PAREDES ESPINOZA;;
25;2501;250107;Pucallpa;Chiu Hermanos S.R.L (USHICO);Chiu Hermanos S.R.L;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;EVI CHUMBE GUTIERREZ;;
25;2501;250107;Pucallpa;A.N KERO E.I.R.L;A.N KERO E.I.R.L;Fluvial;Embarcadero;Regional;Público;Carga fraccionada;Multipropósito;Operativo (inicio adecuación);Privado;IVAN HERRERA ARTEAGA;;
25;2501;250107;Pucallpa;Arias;Embarcadero Arias;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;WILLIAM RUSELL ARIAS VICUÑA;;
16;1601;160108;Punchana;JESSMARA;TP JESSMARA;Fluvial;Terminal portuario;Regional;Público;Fraccionada (Pasajeros,  Contenedores,  Rodante);Multipropósito;Operativo (inicio adecuación);Privado;AGENCIA DE TRANSPORTE Y SERVICIOS GENERALES JESSMARA E.I.R.L;;
16;1601;160108;Punchana;TRIMASA;TP TRIMASA;Fluvial;Terminal portuario;Regional;Privado;Fraccionada;Especializado;Operativo;Privado;TERMINAL PORTUARIO FLUVIAL HENRY E.I.R.L.;;
25;2501;250107;Pucallpa;León Eleuterio Valverde Loayza;León Eleuterio Valverde Loayza;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;LEÓN ELEUTERIO VALVERDE LOAYZA;;
25;2501;250107;Pucallpa;Representaciones Mishael E.I.R.L.;Representaciones Mishael E.I.R.L.;Fluvial;Embarcadero;Regional;Público;Carga fraccionada;Multipropósito;Operativo (inicio adecuación);Privado;ANTENOR ZAMORA CORDERO;;
25;2501;250107;Pucallpa;Augusto Granda Daza;Augusto Granda Daza;Fluvial;Embarcadero;Regional;Público;Carga fraccionada, pasajeros y carga suelta (madera);Multipropósito;Operativo (inicio adecuación);Privado;AUGUSTO CÉSAR GRANDA DAZA;;
25;2501;250107;Pucallpa;Negociación Maderera Travi Satipo;Negociación Maderera Travi Satipo;Fluvial;Embarcadero;Regional;Público;Carga fraccionada, pasajeros y carga suelta (madera);Multipropósito;Operativo (inicio adecuación);Privado;FERNANDO TRAVI FRECH;;
25;2501;250107;Pucallpa;Maderera Marañón;Maderera Marañón;Fluvial;Embarcadero;Regional;Público;Carga fraccionada (trozas de madera);Especializado;Operativo (inicio adecuación);Privado;MADERERA MARAÑON S.R.LTDA.;;
25;2501;250107;Pucallpa;El  Bambino;El  Bambino;Fluvial;Embarcadero;Regional;Público;Carga fraccionada (trozas de madera);Especializado;Operativo (inicio adecuación);Privado;MARTÍN QUISPE CURILLO;;
16;1603;160301;Nauta;Delfin Amazon Cruises;Delfin Amazon Cruises;Fluvial;Embarcadero;Regional;Privado;Pasajeros;Especializado;Operativo (inicio adecuación);Privado;DELFIN AMAZON CRUISES;;
16;1603;160301;Nauta;Global Romero;Global Romero;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;TRANSPORTES ROMERO;;
16;1601;160108;Iquitos;Eduardo - Iquitos;Terminal Portuario Eduardo - Iquitos;Fluvial;Terminal Portuario;Regional;Público;Carga fraccionada, contenedorizada y pasajeros;Multipropósito;Operativo (inicio adecuación);Privado;TRANSPORTES EDUARDO S.A.C.;;
16;1601;160108;Iquitos;INPOLOR;Embarcadero INPOLOR;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y contenedorizada;Multipropósito;Operativo (inicio adecuación);Privado;INVERSIONES PORTUARIAS DE LORETO;;
16;1601;160108;Iquitos;Petroperú;Petroperú;Fluvial;Embarcadero;Regional;Privado;Pasajeros;Especializado;Operativo (inicio adecuación);Público;PETROLEOS DEL PERU S.A.;;
16;1601;160108;Iquitos;Mercado de Productores;Mercado de Productores;Fluvial;Embarcadero;Regional;Público;Carga fraccionada y pasajeros;Multipropósito;Operativo (inicio adecuación);Público;MUNICIPALIDAD PROVINCIAL DE MAYNAS;;
16;1601;160108;Iquitos;Trans Linares 2;Trans Linares 2;Fluvial;Embarcadero;Regional;Privado;Carga líquida a granel (Hidrocarburos) y carga fraccionada;Multipropósito;Operativo (inicio adecuación);Privado;JAIME LINATES ROJAS;;
16;1601;160108;Iquitos;Morochita 2;Embarcadero Morochita 2;Fluvial;Embarcadero;Regional;Público;Carga fraccionada;Multipropósito;Operativo (inicio adecuación);Privado;NAVIERA FLUVIAL MOROCHITA SRL;;
16;1602;160201;Yurimaguas;Jorge Delgado Peña (La Ramada);Jorge Delgado Peña (La Ramada);Fluvial;Embarcadero;Regional;Público;Carga fraccionada y granel sólido (no metálico -piedra chancada);Multipropósito;Operativo (inicio adecuación);Privado;PAOLO DELGADO LOPEZ;;
16;1602;160201;Yurimaguas;Inversiones NH EIRL;Inversiones NH EIRL;Fluvial;Embarcadero;Regional;Privado;Granel sólido (no metalico - piedra chancada);Especializado;Operativo (inicio adecuación);Privado;HERNANDEZ HERNANDEZ NERY EVELIO;;
16;1602;160201;Yurimaguas;HP (Hector de Paz);HP (Hector de Paz);Fluvial;Embarcadero;Regional;Público;Carga fraccionada y granel sólido (no metálico -piedra chancada);Multipropósito;Operativo (inicio adecuación);Privado;DE PAZ CASTRO HECTOR ALEJANDRO;;
16;1602;160201;Yurimaguas;MARBLU SAC (La Charapita);MARBLU SAC (La Charapita);Fluvial;Embarcadero;Regional;Privado;Pasajeros;Especializado;Operativo (inicio adecuación);Privado;CARLOS MAGNO PILLACA;;
16;1603;160301;Nauta;Transportes Miguel;Transportes Miguel;Fluvial;Embarcadero;Regional;Público;Pasajeros;Multipropósito;Operativo (en adecuación);Privado;MILLER APAGUEÑO;;
16;1603;160301;Nauta;Nauta Port;Embarcadero Nauta Port;Fluvial;Embarcadero;Regional;Público;Pasajeros;Multipropósito;Operativo (en adecuación);Privado;TRANSPORTES MIGUEL SRL;;
16;1601;160108;Iquitos;Valverde;Embarcadero Valverde;Fluvial;Embarcadero;Regional;Público;Carga fraccionada;Multipropósito;Operativo (en adecuación);Privado;LEON VALVERDE;;
16;1603;160301;Nauta;Eduardo - Nauta;TP Eduardo - Nauta;Fluvial;Terminal portuario;Regional;Privado;Pasajeros;Especializado;Operativo (en adecuación);Privado;TRANSPORTES EDUARDO S.A.C.;;
16;1602;160201;Yurimaguas;TP Eduardo - Yurimaguas;TP Eduardo - Yurimaguas;Fluvial;Terminal portuario;Regional;Privado;Pasajeros;Especializado;Operativo (en adecuación);Privado;TRANSPORTES EDUARDO S.A.C.;;
